"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","study","study_description","product_or_material_description","study_status","active","stability_study_type","protocol_number","batch_number","manufacture_date","manufacture_location","packaging_site","packaging_date","initiated_site","stability_site","start_date","shelf_life"
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-09ee-7a47-a6a2-5533a91cd219-12-$record.itemnumber","01927d09-09ee-7a47-a6a2-5533a91cd219","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-230462,JNJ6372 CNTO4424 High Titre Gen 2 DS MM#DS02541020 Lot#0000087512 TV-TEC-233625,JNJ-61186372 Amivantamab 160 mg/mL,A,Y,Monitoring,TEC-233625,"0000087512",Fri Feb 03 00:00:00 EST 2023,WuXi Biologics,,,Cork_API-L,Cork_API-L,Fri Feb 03 01:00:00 EST 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a2b-7591-bea7-de1f0c5dfd2d-12-$record.itemnumber","01927d09-0a2b-7591-bea7-de1f0c5dfd2d","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-192502,CNTO4424--444610--JKS4P--TV-TEC-162462--F-2019-14894,CNTO 4424 Final Vial Product (FVP) from 15K Scale DS,C,Y,Monitoring,TV-TEC-162462,JKS4P,Tue Dec 03 00:00:00 EST 2019,"Lyophilization Production Facility (LPF2), Janssen SC, Schaffhausen, Switzerland",,,Leiden_API-L,Leiden_API-L,Fri Nov 08 00:00:00 EST 2019,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a3d-71ca-a37d-c0f1076ac4f8-12-$record.itemnumber","01927d09-0a3d-71ca-a37d-c0f1076ac4f8","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231487,AMIVANTAMAB-310927-363377C--TV-TEC-219075--TV-FRM-49110-0-0013,"4424 Cork FB 30kg FDBD L2/T3 G1 50g/L",A,Y,Process Validation,TV-TEC-219075,"363377C",Tue Aug 15 00:00:00 EDT 2023,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Tue Jul 11 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a47-71ed-9177-f61f13d7921c-12-$record.itemnumber","01927d09-0a47-71ed-9177-f61f13d7921c","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-181247,CNTO4424 (JNJ6372) FVP MM#128388_Form B Lot#128388_Form B DS-TEC-129477,JNJ 61186372 (CNTO4424) FVP Form B: 375mg/vial,A,Y,Monitoring,TEC-129477,"128388_FormB",Thu May 24 00:00:00 EDT 2018,Malvern_API-L,,,Cork_API-L,Cork_API-L,Thu May 24 01:00:00 EDT 2018,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a61-7616-8075-8ccaf207d59a-12-$record.itemnumber","01927d09-0a61-7616-8075-8ccaf207d59a","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-192278,CNTO4424--309491--946227--TV-TEC-155999--F-2019-12989,"4424 Cork FB 20kg RTP G1 50g/L",A,Y,Monitoring,TV-TEC-155999,"946227",Thu Oct 31 00:00:00 EDT 2019,"Janssen Sciences Ireland (JSI), Cork, Ireland",,,Leiden_API-L,Leiden_API-L,Fri Sep 20 00:00:00 EDT 2019,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a61-7cb0-92dd-2ae8a97bf7ab-12-$record.itemnumber","01927d09-0a61-7cb0-92dd-2ae8a97bf7ab","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-192277,CNTO4424--309491--945843--TV-TEC-155999--F-2019-12645,"4424 Cork FB 20kg RTP G1 50g/L",A,Y,Monitoring,TV-TEC-155999,"945843",Wed Oct 23 00:00:00 EDT 2019,"Janssen Sciences Ireland (JSI), Cork, Ireland",,,Leiden_API-L,Leiden_API-L,Fri Sep 20 00:00:00 EDT 2019,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a62-7d52-a64a-7b322a51597d-12-$record.itemnumber","01927d09-0a62-7d52-a64a-7b322a51597d","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-192418,CNTO4424--309491--947482--TV-TEC-155999--F-2019-13881,"4424 Cork FB 20kg RTP G1 50g/L",A,Y,Monitoring,TV-TEC-155999,"947482",Fri Nov 22 00:00:00 EST 2019,"Janssen Sciences Ireland (JSI), Cork, Ireland",,,Leiden_API-L,Leiden_API-L,Fri Sep 20 00:00:00 EDT 2019,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a7e-7689-bbd5-d4654841318d-12-$record.itemnumber","01927d09-0a7e-7689-bbd5-d4654841318d","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231129,JNJ6372 Amivantamab SubQ DP MM#466779 Lot#NBS3F TV-TEC-264627 Photostability,JNJ-61186372 SubQ Gen2 High Volume Fill (14.0mL),A,Y,Photostability,TEC-264627,NBS3F,Tue Feb 14 00:00:00 EST 2023,"JSC (Cilag AG), LPF2, Schaffhausen, Switzerland",,,Cork_API-L,Cork_API-L,Thu Jul 20 01:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a7f-7370-b2ae-28128dddae67-12-$record.itemnumber","01927d09-0a7f-7370-b2ae-28128dddae67","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-202063,JNJ-61186372 DP FVP Batch#DPD-00350-PH20 MM#20006273 TV-TEC-182146,"4424 Drug Product (FVP) PH20 SubQ",A,Y,Monitoring,TEC-182146,DPD-00350-PH20,Fri Sep 11 00:00:00 EDT 2020,Cork_API-L,,,Cork_API-L,Cork_API-L,Fri Sep 11 01:00:00 EDT 2020,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a7f-7671-8082-43443b73636a-12-$record.itemnumber","01927d09-0a7f-7671-8082-43443b73636a","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-182141,CNTO4424 DS MM#309278 LOT#925099C DS-TEC-132768,JNJ-61186372,A,Y,Monitoring,TEC-132768,"925099C",Wed Sep 19 00:00:00 EDT 2018,Cork_API-L,,,Cork_API-L,Cork_API-L,Wed Sep 19 01:00:00 EDT 2018,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a84-7343-bd50-9a06ca5e5c46-12-$record.itemnumber","01927d09-0a84-7343-bd50-9a06ca5e5c46","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231993,AMIVANTAMAB-NKS6G-466848--TV-TEC-276873--TV-FRM-49110-10-0-0017,CNTO 4424 FJ 50MG/ML VIAL COMM. OI+BPACK,A,Y,Monitoring,TV-TEC-276873,NKS6G,Wed Nov 22 00:00:00 EST 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Mon Nov 20 00:00:00 EST 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a93-756b-821a-ca3ca2940fc9-12-$record.itemnumber","01927d09-0a93-756b-821a-ca3ca2940fc9","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-222194,JNJ6372 CNTO 4424  SubQ DP MM# 445308 Lot#MES31 TV-TEC-215651 ,JNJ-61186372 clinical FVP Low Volume Fill 10.0mL,A,Y,Monitoring,TEC-215651,MES31,Tue Nov 22 00:00:00 EST 2022,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Tue Nov 22 01:00:00 EST 2022,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a93-79ac-a074-96ce7d74870d-12-$record.itemnumber","01927d09-0a93-79ac-a074-96ce7d74870d","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-182539,CNTO4424 DS MM#309278 LOT#928484 DS-TEC-132768,JNJ-61186372,A,Y,Monitoring,TEC-132768,"928484",Thu Nov 22 00:00:00 EST 2018,Cork_API-L,,,Cork_API-L,Cork_API-L,Thu Nov 22 01:00:00 EST 2018,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a93-79c4-b8d3-b1273c927d0a-12-$record.itemnumber","01927d09-0a93-79c4-b8d3-b1273c927d0a","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-182588,CNTO4424 DS MM#309278 LOT#928502 DS-TEC-132768,JNJ-61186372,A,Y,Monitoring,TEC-132768,"928502C",Wed Nov 28 00:00:00 EST 2018,Cork_API-L,,,Cork_API-L,Cork_API-L,Wed Nov 28 01:00:00 EST 2018,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a93-79ec-a481-766a741991e3-12-$record.itemnumber","01927d09-0a93-79ec-a481-766a741991e3","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-210037,CNTO4424 MM#444610 LOT#KKS5R TV-TEC-155859,CNTO 4424 Final Vial Product (FVP) from 15K Scale DS,A,Y,Monitoring,TEC-155859,KKS5R,Tue Nov 24 00:00:00 EST 2020,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Tue Nov 24 01:00:00 EST 2020,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0a94-7617-bdfa-64059a3db5eb-12-$record.itemnumber","01927d09-0a94-7617-bdfa-64059a3db5eb","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231222,AMIVANTAMAB -310817-359136C--TV-TEC-255379--TV-FRM-49110-8-0-0179,Ami Cork DSP1 FB 65kg SBL P2 G2 160g/L,A,Y,Process Validation,TV-TEC-255379,"359136C",Sun Jun 04 00:00:00 EDT 2023,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Fri May 05 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aa3-7281-bd7c-cf5c6cdc0f2e-12-$record.itemnumber","01927d09-0aa3-7281-bd7c-cf5c6cdc0f2e","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-230750,JNJ6372 CNTO4424 DP MM#466770 Lot#NCS6B TV-TEC-257985,Specifications for amivantamab-SC25R FVP lead development stability batches,A,Y,Monitoring,TEC-257985,NCS6B,Wed Mar 29 00:00:00 EDT 2023,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Wed Mar 29 01:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aa4-7687-aab5-ed84eb20b594-12-$record.itemnumber","01927d09-0aa4-7687-aab5-ed84eb20b594","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-220635,CNTO4424-328122C-309491--TV-TEC-190846--TV-FRM-49110-7-0-0518,"4424 Cork FB 20kg RTP G1 50g/L",A,Y,Annual,TV-TEC-190846,"328122C",Sun Mar 13 00:00:00 EST 2022,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Mon Nov 29 00:00:00 EST 2021,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aa7-757d-bf47-ea94b02cbe99-12-$record.itemnumber","01927d09-0aa7-757d-bf47-ea94b02cbe99","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231486,AMIVANTAMAB-310927- 363376C--TV-TEC-219075--TV-FRM-49110-8-0-0198,"4424 Cork FB 30kg FDBD L2/T3 G1 50g/L",A,Y,Process Validation,TV-TEC-219075,"363376C",Thu Aug 10 00:00:00 EDT 2023,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Tue Jul 11 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aa9-70a3-8ee2-a92c39e16fbb-12-$record.itemnumber","01927d09-0aa9-70a3-8ee2-a92c39e16fbb","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-210987,CNTO4424-309491-976631C--TV-TEC-155999--TV-FRM-49110-7-0-0265,"4424 Cork FB 20kg RTP G1 50g/L",A,Y,Monitoring,TV-TEC-155999,"976631C",Sat Apr 24 00:00:00 EDT 2021,"Janssen Sciences Ireland (JSI), Cork, Ireland",,,Leiden_API-L,Leiden_API-L,Wed Dec 16 06:00:00 EST 2020,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aa9-7617-9047-3b2573d7250e-12-$record.itemnumber","01927d09-0aa9-7617-9047-3b2573d7250e","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231447,AMIVANTAMAB- 310927- 362948C--TV-TEC-219075--TV-FRM-49110-8-0-0193,"4424 Cork FB 30kg FDBD L2/T3 G1 50g/L",A,Y,Process Validation,TV-TEC-219075,"362948C",Sat Jul 29 00:00:00 EDT 2023,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Tue Jul 11 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aa9-7632-9272-64a653398810-12-$record.itemnumber","01927d09-0aa9-7632-9272-64a653398810","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-202220,CNTO4424-309491-966554C--TV-TEC-155999--TV-FRM-49110-7-0-0166,"4424 Cork FB 20kg RTP G1 50g/L",A,Y,Monitoring,TV-TEC-155999,"966554C",Thu Oct 15 00:00:00 EDT 2020,"Janssen Sciences Ireland (JSI), Cork, Ireland",,,Leiden_API-L,Leiden_API-L,Sat Sep 26 00:00:00 EDT 2020,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aa9-7918-9bfc-c8d4a05ba6f1-12-$record.itemnumber","01927d09-0aa9-7918-9bfc-c8d4a05ba6f1","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-230124,JNJ-6372 (CNTO 4424) DP  TV-TEC-246902 Lot# MLS12 MM#466665 ,Amivantamab (JNJ-61186372) clinical 25R vial FVP low volume fill 10.0mL,A,Y,Monitoring,TEC-246902,MLS12,Tue Dec 13 00:00:00 EST 2022,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Tue Dec 13 01:00:00 EST 2022,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aaa-74c9-9e16-c9c92cc6cd26-12-$record.itemnumber","01927d09-0aaa-74c9-9e16-c9c92cc6cd26","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-240434,CNTO 4424-374544C-309491--TV-TEC-190846--TV-FRM-49110-10-0-0057,"4424 Cork FB 20kg RTP G1 50g/L",A,Y,Annual,TV-TEC-190846,"374544C",Mon Feb 19 00:00:00 EST 2024,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Thu Jul 27 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aac-79a2-8fdf-12438f3eba75-12-$record.itemnumber","01927d09-0aac-79a2-8fdf-12438f3eba75","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231394,AMIVANTAMAB-466780-NGS4W--TV-TEC-261893--TV-FRM-49110-8-0-0194,AMI SC SP2 CLIN Vial 14ML OI+BPACK,A,Y,Process Validation,TV-TEC-261893,NGS4W,Tue Jul 18 00:00:00 EDT 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Wed Jun 07 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aac-7ced-bc87-3de907251367-12-$record.itemnumber","01927d09-0aac-7ced-bc87-3de907251367","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231395,AMIVANTAMAB-466780-NGS72--TV-TEC-261893--TV-FRM-49110-9-0-0001,AMI SC SP2 CLIN Vial 14ML OI+BPACK,A,Y,Process Validation,TV-TEC-261893,NGS72,Tue Jul 25 00:00:00 EDT 2023,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Thu Sep 07 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0abe-73a1-bcb9-7719de96af57-12-$record.itemnumber","01927d09-0abe-73a1-bcb9-7719de96af57","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-240757,AMIVANTAMAB-375994C-310817--TV-TEC-255379--TV-FRM-49110-10-0-0100,Ami Cork DSP1 FB 65kg SBL P2 G2 160g/L,A,Y,Process Validation,TV-TEC-255379,"375994C",Sat Mar 23 00:00:00 EDT 2024,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Thu Mar 14 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0abf-74dc-87d2-0eb2bd7e80b7-12-$record.itemnumber","01927d09-0abf-74dc-87d2-0eb2bd7e80b7","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-222014,JNJ6372 CNTO4424 DS MM#310746 Lot#343819C TV-TEC-241314,"4424 Cork CLIN FB 65kg RTP G1 160g/L",A,Y,Monitoring,TEC-241314,"343819C",Wed Oct 26 00:00:00 EDT 2022,Cork_API-L,,,Cork_API-L,Cork_API-L,Wed Oct 26 01:00:00 EDT 2022,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0abf-7bfd-aa33-fb33f17c4caa-12-$record.itemnumber","01927d09-0abf-7bfd-aa33-fb33f17c4caa","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231448,AMIVANTAMAB-310927-363296C--TV-TEC-219075--TV-TEC-219075--TV-FRM-49110-9-0-0003,"4424 Cork FB 30kg FDBD L2/T3 G1 50g/L",A,Y,Process Validation,TV-TEC-219075,"363296C",Thu Aug 03 00:00:00 EDT 2023,Cork_API-L,,,Leiden_API-L,Leiden_API-L,Tue Jul 11 00:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0ac8-772b-83e1-d71c7a6ff5a2-12-$record.itemnumber","01927d09-0ac8-772b-83e1-d71c7a6ff5a2","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231635,JNJ6372 CNTO4424 DP MM#466768 Lot#NBS5M TV-TEC-267693 ES Temp Cycling,Specifications for amivantamab-SC25R FVP lead development stability batches,A,Y,Temperature Cycling,TEC-267693,NBS5M,Fri Feb 24 00:00:00 EST 2023,"Janssen Cilag AG, Schaffhausen, Switzerland",,,Cork_API-L,Cork_API-L,Thu Oct 19 01:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0ac8-7c48-bb7a-a82d2dcf21d4-12-$record.itemnumber","01927d09-0ac8-7c48-bb7a-a82d2dcf21d4","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231265,JNJ6372 CNTO4424 DP MM#466779 Lot#NBS3F TV-TEC-258894 Temp Cycling,JNJ-61186372 SubQ Gen2 High Volume Fill (14.0mL),A,Y,Temperature Cycling,TEC-258894,NBS3F,Tue Feb 14 00:00:00 EST 2023,"Schaffhausen Pharma, Switzerland",,,Cork_API-L,Cork_API-L,Thu Aug 24 01:00:00 EDT 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0acb-7046-9abc-c4cee0c11d9e-12-$record.itemnumber","01927d09-0acb-7046-9abc-c4cee0c11d9e","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231694,JNJ6372 Amivantamab SubQ DP MM#466768 Lot#NBS5M TV-TEC-270990 Photostabiliy,Specifications for amivantamab-SC25R FVP lead development stability batches,C,Y,Photostability,TEC-270990,NBS5M,Fri Feb 24 00:00:00 EST 2023,"JSC (Cilag AG), F2P2, Schaffhausen, Switzerland",,,Cork_API-L,Cork_API-L,Thu Nov 30 01:00:00 EST 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0acd-7bbe-88b5-fd296ba74fbe-12-$record.itemnumber","01927d09-0acd-7bbe-88b5-fd296ba74fbe","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241157,JNJ-6372 CNTO4424 FVP MM#466778 Lot#NBS35 TV-TEC-258860 LS Temp Cycling,JNJ-61186372 SubQ Gen2 Low Volume Fill (10.0mL),A,Y,Temperature Cycling,TEC-258860,NBS35,Tue Feb 14 00:00:00 EST 2023,"JSC (Cilag AG), LPF2, Schaffhausen, Switzerland",,,Cork_API-L,Cork_API-L,Wed Aug 14 01:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0ad1-7387-b986-47f8f50e2b1b-12-$record.itemnumber","01927d09-0ad1-7387-b986-47f8f50e2b1b","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-240865,AMIVANTAMAB-PDS5H-466778--TV-TEC-261890--TV-FRM-49110-10-0-0127,JNJ-61186372 SubQ Gen2 Low Volume Fill (10.0mL),A,Y,Process Validation,TV-TEC-261890,PDS5H,Thu Apr 18 00:00:00 EDT 2024,Schaffhausen Pharma,,,Leiden_API-L,Leiden_API-L,Tue Mar 26 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0adb-71f5-bfa8-cbb3b50fe5da-12-$record.itemnumber","01927d09-0adb-71f5-bfa8-cbb3b50fe5da","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-240886,AMIVANTAMAB-PDS5G-466780--TV-TEC-261893--TV-FRM-49110-10-0-0126,JNJ-61186372 SubQ Gen2 High Volume Fill (14.0mL),A,Y,Process Validation,TV-TEC-261893,PDS5G,Thu Apr 18 00:00:00 EDT 2024,Cilag AG Schaffhausen (Switzerland),,,Leiden_API-L,Leiden_API-L,Tue Mar 26 00:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0aea-7889-8091-f8ea4e7cecf4-12-$record.itemnumber","01927d09-0aea-7889-8091-f8ea4e7cecf4","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-221421,JNJ-6372 CNTO 4424 HC-Gen1 &Gen 2) MM# 445308 Lot#MES31 TV-TEC-217732,JNJ-61186372 clinical FVP Low Volume Fill 10.0mL,A,Y,Monitoring,TEC-217732,MES31,Tue May 24 00:00:00 EDT 2022,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Tue May 24 01:00:00 EDT 2022,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0af0-7103-a727-d252f4610378-12-$record.itemnumber","01927d09-0af0-7103-a727-d252f4610378","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-210739,JNJ6372 DP MM#444610 LOT#LCS59 TV-TEC-155859,CNTO 4424 Final Vial Product (FVP) from 15K Scale DS,A,Y,Monitoring,TEC-155859,LCS59,Thu Mar 11 00:00:00 EST 2021,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Thu Mar 11 01:00:00 EST 2021,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0af4-7a90-97b5-a5e4e40078b0-12-$record.itemnumber","01927d09-0af4-7a90-97b5-a5e4e40078b0","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-221457,JNJ-6372 CNTO 4424 MM# 445329 Lot#MGS0Z TV-TEC-217733,JNJ-61186372 clinical FVP High Volume Fill 14.0mL,A,Y,Monitor,TEC-217733,MGS0Z,Fri Jul 01 00:00:00 EDT 2022,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Fri Jul 01 01:00:00 EDT 2022,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b03-70fe-ae30-ebec2088860d-12-$record.itemnumber","01927d09-0b03-70fe-ae30-ebec2088860d","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241154,JNJ-6372 CNTO4424 FVP MM#466780 Lot#NBS3F TV-TEC-258897 LS Temp Cycling,JNJ-61186372 SubQ Gen2 High Volume Fill (14.0mL),A,Y,Temperature Cycling,TEC-258897,NBS3F,Tue Feb 14 00:00:00 EST 2023,"JSC (Cilag AG), LPF2, Schaffhausen, Switzerland",,,Cork_API-L,Cork_API-L,Wed Aug 14 01:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b08-7784-a876-d1be0cbf3408-12-$record.itemnumber","01927d09-0b08-7784-a876-d1be0cbf3408","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-241172,JNJ-6372 CNTO4424 FVP MM#466768 Lot#NBS5M TV-TEC-267694 LS Temp Cycling,Specifications for amivantamab-SC25R FVP lead development stability batches,A,Y,Temperature Cycling,TEC-267694,NBS5M,Fri Feb 24 00:00:00 EST 2023,"JSC (Cilag AG), F2P2, Schaffhausen, Switzerland",,,Cork_API-L,Cork_API-L,Wed Sep 04 01:00:00 EDT 2024,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b10-7620-b8ae-0f7819324d8a-12-$record.itemnumber","01927d09-0b10-7620-b8ae-0f7819324d8a","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-230553,JNJ6372 CNTO4424 DP MM#466779 Lot#NBS3F TV-TEC-256155,JNJ-61186372 SubQ Gen2 High Volume Fill (14.0mL),A,Y,Monitoring,TEC-256155,NBS3F,Tue Feb 14 00:00:00 EST 2023,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Tue Feb 14 01:00:00 EST 2023,
"0196d464-3975-777f-ab23-66b462ab14d4-01927d09-0b12-78d2-a7aa-9742ebd39b79-12-$record.itemnumber","01927d09-0b12-78d2-a7aa-9742ebd39b79","0196d464-3975-777f-ab23-66b462ab14d4",CypressTC5 – Streamer Test,"12",2025-05-15 00:00:00.000,Study-231571,JNJ6372 CNTO4424 FVP DP MM#466844 Lot#NIS2A TV-TEC-271113,JNJ-61186372 CLN 25R VIAL FVP,A,Y,Monitoring,TEC-271113,NIS2A,Thu Sep 07 00:00:00 EDT 2023,Schaffhausen Pharma,,,Cork_API-L,Cork_API-L,Thu Sep 07 01:00:00 EDT 2023,
