"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemnumber","itemname","description_of_issue","state","operating_company","segment","creation_date","escalation_lead_or_quality_rep","action_plan_or_proposed_action","highest_escalation_level_reached","user_comments"
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-e4852b03-abd2-42c4-92e6-c6163f389c57-1234-$record.itemRef",e4852b03-abd2-42c4-92e6-c6163f389c57,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2356372",Level 2- Multiple dosing errors for one subject at different time points for MOM-M281-006 (EU-CTR) at Hungary site 1605,"Protocol non-compliance at Site #1605/PI Zsolt Nagy with potential impact to subject’s rights, safety, and data integrity for the MOM-M281-006 study.

Site errors in dose calculation occurred leading to 11 incorrect dosing events, either over or under-dosed, for one subject, #1605003. The site did not use the updated worksheets for dose calculation and did not record the expiration time of prepared infusion. The issue was noted by the Icon unblinded CRA during visit conducted on 26Jan2024. Icon indicated it happened during drug preparation, with first occurrence on 30Aug2023. Issue affects one subject that is in the open label extension part of the protocol. The site has one other subject that is discontinued. The trial currently has 74 randomized subjects.
 
Follow up information based on J&J Study Responsible Physician (SRP) discussion with site Sub-I on the current subject included subject is doing well, no additional problems. Nipocalimab has been studied up to 60 mg/kg q2w in participants with MG, and it was generally well tolerated. Doses greater than 10% of 15 mg/kg q2w are still within the dose range that has been studied in clinical trials. It is not expected that the dosing error during the period from OLE WK28 to OLE WK48 will have a future impact. Impact to subject safety: SRP recommends subject continue in Open Label Extension study. 

The JJIM team met with Icon on 15Feb2024 to discuss next steps and provided a summary from CRA visit on 14Feb2024, in which CRA confirmed confirmed that there was no AE, but 1 SAE reported for this subject that was not related to IP.",Closed,Janssen Pharmaceutical,Pharma - R&D,2024-02-26 16:41:49.000,"Swanger, Leticia","-Icon confirmed site was using correct worksheets as of 30Jan2024.
-Icon investigation/CAPA is due 05March2024, and it is expected to include further confirmation of all the mis-dosing calculations. 
-Potential additional actions pending Icon investigation.",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-e5ed477d-f675-4b1a-a4fe-c8f476ea2f5a-1234-$record.itemRef",e5ed477d-f675-4b1a-a4fe-c8f476ea2f5a,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2352401","Level 1:  VAC52416BAC3001 GCP noncompliance issue at Site US10134, Dr. Zoilo Abad","Protocol non-compliance identified at the site of Dr. Zoilo Abad with potential impact to participants rights, safety and clinical trial data integrity for the VAC52416BAC3001 study.  Site has randomized 385 participants in this study.  The Global Trial Leader created a list from Medidata RAVE on 10Jan2024 to provide to ICON to query eligibility of 27 participants.  Site subsequently updated eligibility for all 27 participants on 24Jan2024 to reflect participants as eligible. From these 27 participants, all the men were updated to have eligibility criteria of enlarged prostates and all the women were updated to have urinary incontinence (these are the two risk factors that are most common).

The ICON CRA went onsite from 29Jan 01Feb2024 to verify documentation for approximately  30 participants. CRA confirmed discrepancies related to eligibility in EDC vs. source, but site has not provided all binders needed for complete review.  CRA ‘s review of 9 participants’ confirmed discrepancies between EDC and source as related to participant eligibility per Inclusion Criteria 11, added in protocol amendment 7.

A team meeting was held 05Feb2024, to review the enrollment rate and to discuss the next steps. Team indicated prior to December only 3% of participants enrolled were high risk (see risk factors for inclusion below) and in one month, following protocol amendment 7 that required only high risk participants be enrolled, 100% of their participants were high risk without any decrease in enrollment rate (70/month). 

Participant must have at least one additional risk factor for IED, beyond a history of UTI in the past 2 years. Additional risk factors for IED are defined as one or more of the following:
a. a history of urosepsis and/or E. coli bacteremia at any time prior to randomization, and/or
b. a history of inpatient hospitalization (for a medical/surgical cause) in the two years prior to randomization, and/or
c. presence at baseline of at least one risk factor for complicated UTI of any toxicity grade.

Additional issues identified at the site:  site staff turnover, extended delays in providing documents, lack of timely query resolution, high number of out of window visits, transcription errors, incomplete informed consent addendums, limited communication from PI.  There is additional concern regarding participant 10723 regarding not having the hospitalization documented in the electronic medical record.  There is additional concern regarding participant 10723 regarding not having the hospitalization documented in the electronic medical record.",Closed,Janssen Pharmaceutical,Pharma - R&D,2024-02-06 17:08:30.000,"NIZNIK, MICHELLE","CRA is finalizing monitoring visit report as he was still onsite as of 01Feb2024. 
Icon team has submitted a ticket to their QA for QE/QI criteria review. Icon has alerted their internal escalation team for review.
Site is on enrollment hold as their required IED plan is not in place
Assess potential audit of site",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-e79064b6-d918-4367-b851-92bcee3c169a-1234-$record.itemRef",e79064b6-d918-4367-b851-92bcee3c169a,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2061916",CNTO1959UCO3001 Subjects consented and genetic samples collected and processed without Ethics Committee approval,"Trigger for escalation:  Potential impact on patient rights, as the EC did not approve genetic research and the subjects signed an unapproved EC Informed Consent Form. 
 
Site IT10012 used an unapproved ICF (the genetic portion of the study was not accepted by the EC) and consented nine subjects for genetic research. Seven subjects were enrolled and genetic samples were collected, two subjects were screen failures and samples were not collected.

The nine subjects were consented between 3Aug2021 and 10Nov2021 and samples were collected and processed for shipment to the Central Lab (LabCorp) between 8Sep2021 and 30Nov2021.   The samples were received by the Central Lab (LabCorp) between 11Sep2021 and 1Dec2021 and stored until shipped to the Janssen Biobank where the samples will be stored until shipped to the vendor used for genetic research (Infinity BiologiX). To date, the samples have not been analyzed and only two of the seven samples were sent to the Janssen Biobank, received on 29Sep2021. The samples are held at the Janssen Biobank until they are shipped to Infinity BiologiX  where the genetic research is completed at the end of the study.

The site is still currently active, with six active subjects and no subjects in screening.",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-12-22 15:33:03.000,"CLAES, ROBBY","•	The CTM has confirmed with the Biomarker representative that thesamples have not been analyzed and are requesting that they be destroyed
•	The Operational Team is confirming if the PI has been informed and if the error has been submitted to the EC
•	The local Q&C group has been consulted to confirm if any other actions are needed at the local level according to local Regulations
•	A review of the Informed Consent Form Approval process is underway to determine how the error occurred  at the site
•	A Quality Investigation has been initiated",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-e81c64fd-d5c5-4f6c-ab14-0156618073b6-1234-$record.itemRef",e81c64fd-d5c5-4f6c-ab14-0156618073b6,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"1997699",COV19VAC - VAC31518COV3001 site T43-US10150 Dr. Rhame: the main ICF v6.0 was not implemented at the site.,"The site did not incorporate Protocol Amendment 2 changes into the Informed Consent Form (ICF) and did not submit the site-specific master clinical ICF for IRB approval. Consequently, 231 participants were not consented with Master ICF V6.0 dated 04Nov2020. Updates in ICF V6.0 included safety information on pregnancy, total amount of blood drawn, number of participants vaccinated across the program and information that placebo participants will receive the vaccine at the end of the study.  


Root Cause: 
No adequate tracking mechanism to confirm that the site received IRB approval.

Contributing factors:
•	Communication to the site was not clear while referring to the main ICF and associated version
•	Clinical Trial Assistant (CTA) transitioning with inadequate transfer of information between CTAs.",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-07-20 08:56:36.000,"PROVENZANO-GRAY, JAMIE","-	IRB was notified on 24Jun202. IRB feedback was to update the next main ICF version with the past and current information. Completed 01JUL21.
-	All 231 active participants will sign the full revised ICF with the PA2 language included. 15JAN2022 
-	Communication was sent to all CTA’s to instruct sites to acknowledge receipt of the entire package. Communications should highlight document versions. acknowledgement of receipt to be filed in vTMF. Completed 16JUL2021.
-	List of all sites using local IRB date to be completed.",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-ea362a8d-4a9c-4053-b76a-d0466efee2ee-1234-$record.itemRef",ea362a8d-4a9c-4053-b76a-d0466efee2ee,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2008955","64007957MMY1003 (RedirecTT-1) – overdose of Teclistamab at two Israel sites","Repetitive incidents of subject overdosing at different sites for study 64007957MMY1003 occurred.
Site R21-IL10003, Subject 100039:
The RedirecTT-1 study team was notified on 17 Aug 21 that subject 100039 at site IL10003 received an overdose on 16 Aug 21. 
Patient received a Teclistamab overdose during the step up dose 2 visit. The overdose administration was noted on 17 Aug 21.
•	Expected dose: 300 ug/kg= (56kg x 300)/ 1000= 16.8mg in 1.7 ml-> 30 mg/vial
•	Actual dose: 180mg/vial was selected in IWRS transaction and 1.7ml withdrew from the vial. Therefore, patient received 153mg instead of 16.8mg.  

Site R21-IL10002, Subject 100025:
While preparing for the SET meeting, to be held on 19 Aug 21, the clinical team detected PK with abnormally high concentrations of Teclistamab on 16 Aug 21.
Affected samples were taken Cycle1Day1 and Cycle1Day8.
It was confirmed by checking the SignantHealth/ IWRS step up dose confirmation sheet, that Subject received Teclistamab step-up dose 2 on 1 Jul 21, and vial 400841 was assigned: 180mg (90mg/ml) was used instead of selecting the 30mg (10mg/ml) in IWRS). 
•	Expected dose: 300 ug/kg= (65,6kg x 300)/ 1000= 19.68mg in 2 ml-> 30 mg/vial
•	Actual dose: 180mg/vial was selected in IWRS transaction and 2ml withdrawn from the vial. Patient received 180mg instead of 19.68mg.  
Subject received full treatment dose of Teclistamab Cycle1Day1 on 4 Jul 21 (1500 microgram/kg)

The issues are related to these sites selecting the incorrect option for Teclistamab dose concentration vial in IWRS. In IWRS for Teclistamab there are 2 options to select from: 90mg/ml and 10mg/ml. The sites selected option 90mg/ml instead of 10mg/ml.

Issue impact considered: 
Safety: No impact seen so far except for some AEs (fever, pelvic and back pain, elevated LDH) in subject 100039. No SAEs, but it could have potentially had a significant safety impact in both instances since it was a 9-fold overdose.  
Data Integrity: Limited rate of incidence as the team is not aware of any other sites who have made the same error.",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-08-20 12:37:04.000,"DALTON, PATRICK","Actions:
- Janssen Clinical team and all other functions informed on 17Aug2021 for Pt 100039 and 18Aug2021 for Pt 100025
- PK samples taken
- SAE reported on 16 Aug 2021 for Pt 100039 
- Local IRB notified on 17Aug2021 for Pt 100039 and 18Aug2021 for Pt 100025
- CAPA team informed on 18-Aug-21 and QL (Quality Leader) assigned in TW (TrackWise) TW# 2007969
- Site Staff was already retrained and Training was discussed
- Local team reviewed all the Israeli subject dosing administrations and IWRS assignments – no further issues were reported
- It was confirmed that no HA notification is needed for overdose errors 
- Site will be revising prescription and administration form to update step of extra check to be done
- Pharmacy Investigational Product Specialist (PIPS) will be involved in review of updated form",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-ea809ee1-a8c9-46cf-a395-af814ef22a79-1234-$record.itemRef",ea809ee1-a8c9-46cf-a395-af814ef22a79,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2034610",Under-reporting of ICSRs from non-interventional studies to Health Canada (HC),"Trigger(s) for escalation:
- Significant late Individual Case Safety Report (ICSR) submissions to HC

Issue background and description:

In Q2 2021, QI#1965863 was opened after the Canadian Drug Safety & Surveillance (DSS) submission specialist identified potentially missed reporting of Phase IV non-interventional ICSRs.  It was determined that the issue had been occurring since the Global Safety System go-live on 16 June 2019.  The system Distribution Rules (DR) were configured to identify cases assessed as unexpected against the Investigator Brochure (IB) rather than the Company Core Data Sheet (CCDS). Expectedness assessment against the IB is not performed for Phase IV non-interventional cases which resulted in the IB value being blank in the DRs and led to the under-reporting.  

The DR for Canada was corrected in Feb-2021, however, a retrospective review of 5,616 Phase IV non-interventional ICSRs is in-progress.   As of 21 October 2021, 326 (56%) of 580 individually reviewed cases have resulted in late submissions to HC. At the current projection, the total number of late reports has the potential to exceed 3,000.
Breakdown by product is attached to the record.

There is no impact on patient safety as the cases were processed on time in the safety database and included in safety signal detection activities. However, there is an impact on regulatory compliance due to the current and ongoing late SUSAR submissions to HC.",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-10-22 16:49:09.000,"Churchill, Alison",Remediation ongoing.,No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-ef9e122c-eba6-4196-aa9d-c038750ab091-1234-$record.itemRef",ef9e122c-eba6-4196-aa9d-c038750ab091,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"1948353",SUSAR under reporting to FDA for non-company sponsored Ebola vaccine program,"Trigger(s) for escalation:

- HA communication to FDA for under reporting of SUSARs related to Ebola vaccine program.

Issue background and description:

On March 3, 2021, Janssen Vaccine and Prevention BV, Global Regulatory affairs communicated to the United States Food and Drug Administration (FDA) that they were submitting six (6) initial IND safety reports. The communication further advises the FDA that these cases are late and refers to a previously submitted late safety report.  This was in breach of FDA regulations (21 CFR 312.32), which require SUSARs from all sources to be assessed for reporting to the IND (Investigational New Drug) when the product is not marketed in USA.

The six cases referenced in the FDA correspondence were found as a result of a retrospective review of all reportable safety reports for the Ebola program that was undertaken after the discovery of the first late submission.  In November 2020, following a Safety Management Team (SMT) meeting, it was identified that febrile seizure cases were confirmed as attributable to the Ebola Vaccination Program VAC52150EBL4002 (Rwandan mass vaccination campaign), had not been reported as Suspected Unexpected Serious Adverse Reactions (SUSARs) under the IND to the FDA.

A review of the IND safety reporting process, determined that the distribution rules (DRs) configured within the Janssen Global Safety Database (ArisG) excluded non-company sponsored trials and non-interventional program from reporting of SUSARs to the IND.

In January 2021, it was found that this also impacted VAC52150EBL3008; an interventional study sponsored by the London School of Hygiene and Tropical Medicine in the Democratic Republic of Congo.

On 1 March 2021, DRs were implemented in ArisG to include all study and sponsor types. On 03 March 2021 Global Safety Reporting reviewed all vaccine products to confirm that all applicable products are included in the DRs.  A quality investigation to determine root cause and CAPA actions are under development.",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-03-18 20:30:43.000,"Churchill, Alison",N/A,No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-f14c3f9e-c6b1-408d-8d80-6655106418a6-1234-$record.itemRef",f14c3f9e-c6b1-408d-8d80-6655106418a6,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2106459",Patient drug interruption due to COVID lockdown in Shanghai,"Trigger for escalation: An issue with immediate or future potential to impact product supply in clinical trial and risk to patient safety; potential risk to patients missing doses of IP

Due to lockdowns in the Shanghai region of China there are patients in the AC-077A301 trial (A DUE) that have missed doses of study drug as the patients are unable to travel to the site and site staff located in this region are unable to initiate direct to patient process.   This issue has a potential impact on patient safety for study patients, as this could delay treatment.  In addition, there is a protocol driven requirement for discontinuation from trial if study drug is interrupted for a certain number of days.  This could also delay patients from receiving adequate treatment. 

Additional trials are at risk of potential missed doses across Pulmonary Hypertension, Oncology, due to the lockdowns.  Interim mitigations are being assessed within the teams to ensure availability of study drug including direct to patient shipments from participating sites outside of Shanghai.

Patients that have missed doses in Pulmonary Hypertension (PH):
AC-077A301
o	Site N82-10010 patient 362 (study drug received by patient on 15Apr2022 to prevent discontinuation from study)
o	Site N82-10010 patient 369  (will need to be discontinued if drug not received by 21Apr2022)
o	Site N82-10010 patient 367 (will need to be discontinued if drug not received by 28Apr2022)

Patients at risk of missing doses in PH:
AC-077A301
o	Site N82-10010 patient 354 (will be out of study drug as of 19Apr2022, pending confirmation of study drug receipt via DTP)
o	Site CN10006 patient 374 (will be out of study drug as of 25Apr2022)",Closed,Janssen Pharmaceutical,Pharma - R&D,2022-04-15 01:26:46.000,"NIZNIK, MICHELLE","Initiated a direct to patient shipment exceptional process for a site (not based in Shanghai) to supply study drug to a patient not affiliated with their study site.  

TV-FRM- 14756 and TV-FRM- 14757 completed as required per TV-SOP-12877 for DTP. 

Memo generated to explain rationale for exceptional DTP process.

Ethics Committee notified.

Assessing notification to local HAs.",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-f1b11495-bf60-4c9c-8fc3-e726b9b22fe9-1234-$record.itemRef",f1b11495-bf60-4c9c-8fc3-e726b9b22fe9,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2003492",Non-compliance of Pharmacovigilance (PV) reporting to the Kenyan Health Authority (HA),"Trigger(s) for escalation:
-	Formal notification to Kenyan HA (to be submitted)
-	Non-compliance with requirements to submit SUSAR line listings, solicitated cases from Patient Support Programmes (PSPs) and Periodic Safety Update Reports (PSURs)

Issue background and description:
Following the departure of the Kenyan Local Safety Officer (LSO) in Q2 2021, routine LSO handover activities identified three quality issues relating to gaps in the local Pharmacovigilance system. Ranging back to 2018, these include:
- missed reporting of six monthly SUSAR line listings (1989387)
- 19 solicited Individual Case Safety Reports (ICSRs) from PSPs not reported to the Kenyan HA, (which have now been reported) (1976274)
- missed and late (Pharma and Consumer product) Periodic Safety Update Reports (PSURs) to the Kenyan HA.(1981857)

Preliminary review identified that a total of 8 SUSAR line listings (out of 14) were not submitted to Kenyan HA for the HIV VAC89220HPX2003 clinical trial. From 2018 to date, 14 PSURs (26%) were not submitted, 11 were submitted late (21%), and 3 (6%) submitted with a wrong date documented in the regulatory system (Insight). There is no risk to patient safety or to the benefit risk profile of the products. Further review is ongoing to ensure no other PV system gaps exist. This is expected to conclude mid-Aug.

A written communication to the Kenyan HA, summarizing the identified compliance issues, with the corrective and preventative measures to be put in place once the three quality investigations conclude (estimated end August).",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-08-04 10:00:09.000,"CHAHAL, AMIT",Refer to the three QIs,No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-f220ebc1-9ae1-423d-9087-e4650f1322ee-1234-$record.itemRef",f220ebc1-9ae1-423d-9087-e4650f1322ee,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2117893",TRW 2071129: SDIA/ESDCAQ job aids,"Trigger for escalation was a missed HA commitment  - Critical observation - Dr. Wildberger (Site ID# L74-DE10025) GUIDE trial CNTO1959PSO3012)

There is no impact to the current study data or patient safety (CNTO1959PSO3012) as the site is no longer using the ALBIS electronic system for data (as of OCT 2021), the site will continue to print out the patient chart after each new entry or revised entry to ensure traceability of documentation.  The study will continue at the site until Sep 2025.

A review of the job aids submitted  for CAPA 2071129 (Due 15MAY2022) were reviewed by Jansen R&D CAPA management, R&D Pharmaceutical Regulatory Compliance and J&J Clinical Operations  were confirmed to be incomplete, as the updates did not address the observations.  The CAPA is intended to enable the clinical site managers to more adequately assess the compliance status of computerized systems owned by the clinical sites which contain the source data supporting the trials.  

ESDCAQ and SDIA Job Aids will be reviewed / revised by end of  June 2022 to address the following: 
1)	Reviewing responses on the ESDCAQ and SDIA for consistency
2)	Confirming with the site whether updates to either document are required 
3)	Interacting with eSource systems during monitoring visits to ensure that access rights are correctly assigned
•	SOP-18999 - Source Document Identification and Assessment of Site’s Electronic Source (eSource) System
•	TV-eFRM-02943 Site Initiation Visit template 
•	Align with current job aid for APAC
•	FAQ job aid
•	Job Aid eSource – per CAPA
•	job aid creation / verification of certified copies
•	Job Aid remote Source Data Verification/ remote Source Data Review 


Summary from REACT 2044582 (initiated in Dec2021 for a Critical observation - Dr. Wildberger (Site ID# L74-DE10025) GUIDE trial CNTO1959PSO3012): CNTO1959PSO3012 GUIDE, Dr. Wildberger (Site ID# L74 DE10025). 
	Health Authority: Local Supervising Health Authority in Germany (Darmstadt) 

	Timeline:
	 July 2021 Virtual inspection initiated
         02 03SEP2021On site inspection. 
	19OCT23021 Correspondence sent by the inspector to the PI requesting a follow up on site visit 
	27OCT2021 A follow up inspection conducted
	16NOV21, A draft inspection report was provided to PI and Janssen
  	24NOV2021 Acknowledgement of the draft report sent by PI / Janssen.
	02DEC2021 Final, non-translated report issued.

	
	M3 (critical finding – (site and sponsor) 27OCT2021
	
The following deficiencies were identified regarding GCP compliance of patient record documentation (source data documentation) recorded in the clinical site electronic health record system (ALBIS):

Lack of audit trail, non-compliance with ALCOA principles 
1. The electronic patient record, which was initially defined as a medium for recording source data, is not technically suitable for ensuring the traceability of entries: An audit trail is not available. Changed entries are provided with a current time stamp, but the nature of the change is not apparent. Furthermore, it is possible to delete entries completely. A log file generated by the system, which stores accesses to records, is overwritten by the system on a quarterly basis. The integrity of the data stored in the electronic file was thus negatively affected in that any modifications and deletions are not clearly represented. This is particularly relevant for data that was subsequently printed after the facts described in deficiency D2 became known.

Inadequate or missing verification of the suitability of the conditions and processes at the study site with regard to the source data documentation.
2.	The information provided by the study site to the sponsor regarding the technical conditions (survey using the Electronic Source Data Compliance Assessment Questionnaire) was repeatedly incorrect, even after the conditions described in item 1 and in deficiency D2 became known.
3.	Formally, the electronic patient record is",Closed,Janssen Pharmaceutical,Pharma - R&D,2022-05-13 21:10:02.000,"KOHAR, CHRISTOPHER","Complete the commitments for CAPA 2071129

There is no impact to the current study data or patient safety (CNTO1959PSO3012) as the site is no longer using the ALBIS electronic system for data (as of OCT 2021), the site will continue to print out the patient chart after each new entry or revised entry to ensure traceability of documentation.  The study will continue at the site until Sep 2025.

A review of the job aids submitted  for CAPA 2071129 (Due 15MAY2022) were reviewed by Jansen R&D CAPA management, R&D Pharmaceutical Regulatory Compliance and J&J Clinical Operations  were confirmed to be incomplete, as the updates did not address the observations.  The CAPA is intended to enable the clinical site managers to more adequately assess the compliance status of computerized systems owned by the clinical sites which contain the source data supporting the trials.  

ESDCAQ and SDIA Job Aids will be reviewed / revised by end of  June 2022 to address the following: 
1)	Reviewing responses on the ESDCAQ and SDIA for consistency
2)	Confirming with the site whether updates to either document are required 
3)	Interacting with eSource systems during monitoring visits to ensure that access rights are correctly assigned
•	SOP-18999 - Source Document Identification and Assessment of Site’s Electronic Source (eSource) System
•	TV-eFRM-02943 Site Initiation Visit template 
•	Align with current job aid for APAC
•	FAQ job aid
•	Job Aid eSource – per CAPA
•	job aid creation / verification of certified copies
•	Job Aid remote Source Data Verification/ remote Source Data Review",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-f55e6dcd-bb9a-4327-9ecc-ccb2bf2cf507-1234-$record.itemRef",f55e6dcd-bb9a-4327-9ecc-ccb2bf2cf507,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2090280",ESKETINSUI2002 Site PL10006 (Dr. Wolańczyk) data integrity issue,"Rationale for escalation:  Protocol non-compliance and/or Self-Identified issues with clinical trial data integrity.

A site manager and local compliance team identified significant non-compliance with ALCOA principles in the generation and maintenance of source documentation at a ESKETINSUI2002 pediatric investigator site in Poland (Dr. Wolanczyk). Source was found to be missing and did not meet data quality documentation standards.  The site used paper scales that were not provided by Janssen for this trial and was not approved by the Ethics Committee for study use.  Data in EDC confirming eligibility of the patient could not be verified because paper source was not reliable for verification. The impacted source data was primarily related to the primary and secondary endpoints:  Patient Reported Outcomes (PROs), Clinician Reported Outcomes (ClinROs). 

The site enrolled 1 patient, who has since completed the trial.  There are no active patients currently and a screening and enrollment hold has been placed at the site.  Discussions are ongoing to close the site due to non-compliance.  Note: Esketamine is classified as a controlled substance in Poland.",Closed,Janssen Pharmaceutical,Pharma - R&D,2022-03-08 22:20:57.000,"NIZNIK, MICHELLE","1. Site is on screening and enrollment hold
2. SM, LTM reviewed data at site as part of investigation to assess impact 
3. Local GCO Compliance completed OSCMV
4. Assess potential reporting to EC/HA
5. Assess timeline for closing the site",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-f704e6ae-7281-41e9-9448-53dba9db8797-1234-$record.itemRef",f704e6ae-7281-41e9-9448-53dba9db8797,"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2118824",AC-055-312 multiple sites  non-compliance to GCP requirements and requiring improvement plans,"Trigger for Escalation:  Site non-compliance issues identified at multiple sites in the TOMORROW trial that require site improvement plans to be initiated by the CRO (PPD).  Concerns raised about why CRO did not mitigate issues in a more timely manner. 

A summary of the site non-compliance issues are captured below.  Issue trends identified across these sites that require further investigation include:  consenting issues, delegation issues, inadequate source documentation and training.

Site #5205 - 17 patients enrolled
Re-occurrence of issues from audit that occurred in November 2018 related to consenting/re-consenting process,  Late S/AE reporting, Delay/lack of review of lab reports and safety assessment, Trial Management.  

Site #1010 - 1 patient enrolled
On 08-Apr-2022 PPD brought to Sponsor’s attention issues related to unauthorized site relocation. Following PPDs onsite Monitoring Visit additional findings were noted:  Source documentation availability, re-consenting process, site moved IP to a new location without previous CRO/Sponsor authorization, new site personnel not trained nor added to the delegation log in a timely manner, data entry and query resolution delays, essential documents have not been updated with relocation information.

Site #5701 - 9 patients enrolled
On 14-March-2022 Ethics Committee audited the site.  The audit report revealed concerns with source documentation (e.g. medical history of one subject not fully captured); Training/Instructions to patient about IP; AE education (Safety issue/re-occurrence of issues).  In addition, the EC noted that drug accountability was not maintained for the standard of care arm, which should be dispensed by Public Health Insurance EPS (Entidades Promotoras de Salud).   

Site # 3402 - 4 patients enrolled
On 19-20-April-2022 an On-Site Compliance Monitoring Visit was conducted.  Several non-compliances and monitoring concerns were noted:  consenting issues, documents not filed in the Investigator Site file, missing training documentation, issues with Delegation log, lack of AE reporting in the eCRF and lack of clear documentation related to IP shipment in Dec/2021 to a Russian patient living now in Cyprus; Potential dosing errors, PI lack of communication with the home healthcare nurses.

Site # 1003 - 2 patients enrolled
On 03-04May2022, an On-Site Compliance Monitoring Visit was conducted. Several non-compliances and monitoring concerns were noted:   consenting issues, for one patient no documentation found in source showing that inclusion/exclusion was reviewed, missing training documentation and issues with Delegation and screening log, frequent site staff turnover and lack of adequate organization, Good Clinical and Documentation Practices issues.

Site #5203 - 5 patients enrolled
Several non-compliances were detected by Janssen Local Trial Manager which were escalated to PPD related to canceled central lab samples, lack of review of Central Lab reports, PI/site staff  not reviewing the lab alert/results of the subject, delays in AE reporting.",Closed,Janssen Pharmaceutical,Pharma - R&D,2022-05-17 16:08:10.000,"NIZNIK, MICHELLE","Site Improvement plans and screening hold is in place for sites 5205 and 1010
Site Improvement Plans to be implemented for sites 5701, 3402, 1003, 5203

PPD to investigate all the issues and proceed with an investigation cross site as requested by the QP&S (high enrolling/high risk sites to be in the immediate scope/sample sites)

Janssen Quality and PPD Quality to meet to align on investigation and mitigations",No Subsequent Escalation,
