"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemref","spec_id","version","product_or_material_description","version_status","spec_name","notes","common","local_ref","create_by","approved_by","approval_reason","smd_reference","make_current","analysis","measurement","concatenate_cqa","limit_type_id","limit_1","limit_2","units","stability"
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b6-e087-7c05-b562-131be1259a3b-123-Spec-00040098|3|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b6-e087-7c05-b562-131be1259a3b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|3|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"3",JNJ-61186372 SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - STAB,"28/Aug/2023 - pkalaimo (GVW) - Update of specification as per LCRF.
1. Added INT Limit Type.
2. Added IC SUBVIS 11 parameter list.
04SEP2023 wveen1 (GQS) set pending approval",,,pkalaimo,nchadwi2,GQS Review/Approval,TV-SPEC-67180,Mon Sep 04 17:25:29 EDT 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b7-297e-703a-ba36-b8490ce67f9d-123-Spec-00040113|12|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b7-297e-703a-ba36-b8490ce67f9d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|12|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"12",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"04-Apr-2024 tlinack (SC) - Update of specification report as per LCRF
1. Updated Templates as per Memo TV-TEC-288561on BIOASSAY + BIOASSAY 15 + BIOASSAY 1 + PH20 ACTIVITY
2. Update Technique of BIOASSAY + BIOASSAY 15 + BIOASSAY 1 + PH20 ACTIVITY to ""LBFPT»
3. Update SMD reference from TV-SPEC-67180 v2.0, TV-VAL-256281 v2.0 to TV-SPEC-67180 v2.0, TV-TEC-250649 v3.0 on the INH limit type
4. Update SMD reference from TV-VAL-256281 v2.0 to TV-TEC-250649 v3.0 on the IPC limit type",,,tlinack,sademosk,As per LCRF - eFORM-SCH_2024-04-02_Reto Glaus_Due Date 2024-04-09_LM,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Fri Apr 05 09:46:04 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b7-2b7b-7a77-aefb-33b5c71e683c-123-Spec-00040098|6|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b7-2b7b-7a77-aefb-33b5c71e683c","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|6|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"6",JNJ-61186372 SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - STAB,"09OCT2023 nchadwi2 (GQS) - per site LCRF - added OD280 C",,,nchadwi2,WVeen1,approved changes per LCRF,TV-SPEC-67180,Mon Oct 09 15:10:03 EDT 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b7-6548-7429-a8ed-5124011b56e6-123-Spec-00023860|7|25N|OLIGOSACCHARIDE MAP : Component 15|CHAR|>|-99999|||%","019276b7-6548-7429-a8ed-5124011b56e6","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00023860|7|25N|OLIGOSACCHARIDE MAP : Component 15|CHAR|>|-99999|||%,Spec-00023860,"7","JNJ-61186372, CNTO 4424 FVP Development 50mg/ml Formulation B",A,"JNJ-61186372, CNTO 4424 FVP Development 50mg/ml Formulation B Acceptance Criteria",TASK000018098914 loriord2 Cork_API-L 22Aug19- Replaced CIEF (v1) 9N 1LIST 4 with CIEF (v1) 8N 1LIST 6,,,loriord2,loconno5,,,Tue Sep 03 15:17:24 EDT 2019,OLIGOSACCHARIDE MAP,Component 15,OLIGOSACCHARIDE MAP : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b7-90d0-738b-8c8c-11949c989b19-123-Spec-00040113|20|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b7-90d0-738b-8c8c-11949c989b19","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|20|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"20",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"08-Jul-2024 tlinack (SC) - Update of Specification report as per LCRF (ETS 2295290).
1. Updated SMD Refrence from TV-SPEC-67180 v3.0, TV-TEC-250649 v4.0 to TV-SPEC-67180 v3.0, TV-VAL-278811 v1.0 for the INH limit type.
2. Updated SMD Refrence from TV-TEC-250649 v4.0 to TV-VAL-278811 v1.0 for the IPC limit type.",,,tlinack,lwerner3,"update according to LCRF, ETS 2295290","TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Jul 10 14:07:56 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b7-d100-7e5c-87a5-82dd992b144b-123-Spec-00043114|2|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b7-d100-7e5c-87a5-82dd992b144b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043114|2|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043114,"2",AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,A,AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,"RDhanas2 (GVW) - 24/Sep/2024 - Update of specification as per LCRF.
1. Added IC PH MEASUREMENT, IC A280 SAMPLE, IC CMET BIND SAC, IC ENDTOX SAMPLE,
IC BIOASSAY SAC ST1, CIEF 1, and BIOBURDEN parameter lists.
29SEP24 TSHAH1 (QCOps) - Per LCRF, added following parameter lists for Cork JSC.
COLOR OF SOLUTION 1 (v1) 3LIST, CIEF UNKNOWN 1 (v1) 3U - 1TEXT 2N, DOT BLOT IDENTITY 1 (v1) 1LIST 3, IDENTITY 6 (v1) 1LIST, BINDING ASSAY (v1) 2N, BINDING ASSAY 1 (v1) 2N, SE-HPLC 1 (v1) 3N, CSDS REDUCED 1 (v1) 2N 1LIST 15, NEW PEAKS 2 (v1) 3U, IMPURITY (v1) 3U, CSDS NON-REDUCED 1 (v1) 2N 1LIST 16, NEW PEAKS 3 (v1) 3U, IMPURITY 3 (v1) 3U, HI HPLC 1 (v1) 3N, OLIGOSACCHARIDE MAP2 (v1) 8N, BIOBURDEN (v1) 3N, BIOASSAY 3 (v1) 2N, and MULTI ATTR PEP MAP 1 (v1) 5N.",,,rdhanas2,Mcolli34,Reviewed/Approved,TV-SPEC-69986,Mon Sep 30 12:41:08 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b7-ecf8-730d-b536-58493b63f32e-123-Spec-00039784|9|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b7-ecf8-730d-b536-58493b63f32e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00039784|9|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00039784,"9",JNJ-61186372 160 MG/ML GEN2 SBL/CORK PPQ FORMULATED BULK (MM#310817; A3E/563475),A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB 160 MG/ML GEN2 SBL/CORK AND SBL-P4 PPQ AND POST-PPQ FORMULATED BULK   (GLOBAL MM#310817; A3E/563475),"Comullan Cork_API-L 19MAR2024 -> Opened in error

dpriyada (GVW) - 20/Mar/2024 - LM - Update of specification as per TruVault Document.
1. Updated Specification Name and Description.
2. Updated SMD Reference from TV-SPEC-67179 v1.0 to TV-SPEC-67179 v2.0 for all Limit Types.
3. Updated Method Reference for BIOASSAY, BIOASSAY 2, BIOBURDEN and IC ENDTOX SAMPLE parameter lists.
4. Updated CoA Group for OLIGOSACCHARIDE MAP parameter list.
5. Added CoA Group and Updated CoA Translation for GLYCATION parameter list.
6. Added CoA Group for SUBUNIT MASS parameter list.",,,COmullan,tshah1,Reviewed/Approved.,TV-SPEC-67179,Fri Mar 22 05:00:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b8-3561-7d94-b261-23f47373ec93-123-Spec-00043112|4|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b8-3561-7d94-b261-23f47373ec93","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|4|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"4","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","27SEP24 TSHAH1 (QCOps) - Per LCRF,
(1) Added INT Limit Type.
(2) Reorder all Limit Types.
(3) Added  IC PH MEASUREMENT (v1) 2TEXT 3N parameter list.
(4) Updated Template of PH (v1) 1 parameter list.
",,,tshah1,mari1,Reviewed and Approved,TV-SPEC-69985,Fri Sep 27 18:13:51 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b8-57d5-7b87-9c19-2dfda2383732-123-Spec-00040098|4|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b8-57d5-7b87-9c19-2dfda2383732","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|4|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"4",JNJ-61186372 SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - STAB,"26SEP2023 nchadwi2 (GQS) - per site LCRF - adjusted CoA Translation and INH limit to reflect 1.40 for IC A280 SAMPLE, 6N 4NC - component Absorptivity Const.",,,nchadwi2,tshah1,Reviewed and Approved.,TV-SPEC-67180,Tue Sep 26 12:03:00 EDT 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b8-9875-7cdf-ba72-82d4398af090-123-Spec-00040113|9|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b8-9875-7cdf-ba72-82d4398af090","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|9|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"9",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,"SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE - (SHARED LB, SC)","pkalaimo (GVW) - 05/Feb/2024 - LM - Update of specification as per LCRF.
1. Replaced CIEF - 7N 1LIST 4 with CIEF - 8N 1LIST parameter list.",,,pkalaimo,mari1,Reviewed and Approved,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Thu Feb 08 14:06:28 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b9-ba2a-76fa-846b-714fdc4565db-123-Spec-00039784|13|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b9-ba2a-76fa-846b-714fdc4565db","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00039784|13|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00039784,"13",JNJ-61186372 160 MG/ML GEN2 SBL/CORK PPQ FORMULATED BULK (MM#310817; A3E/563475),A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB 160 MG/ML GEN2 SBL/CORK AND SBL-P4 PPQ AND POST-PPQ FORMULATED BULK   (GLOBAL MM#310817; A3E/563475),"PKuruva (GVW) - 11/Jul/2024 - CC 980841 + TASK000025155805 - Update of Specification as per LCRF.
1. Updated CoA Translation for SE-HPLC parameter list.
",,,pkuruva,Lwiertzb,Review and approval GQS by LCRF,TV-SPEC-67179,Fri Jul 12 09:00:48 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276ba-912c-7624-a442-c94006a1f5c2-123-Spec-00040113|10|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276ba-912c-7624-a442-c94006a1f5c2","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|10|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"10",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE - (SC),"14/Feb/2024 - sshank28 (GVW) - Schaffhausen - ETS CC 2162510 - Updated the Specification report as per LCRF.
1. Updated Worksheet template for parameter list PEPTIDE MAPPING 1.
2. Updated Specification Name.
3. Updated INT limits for parameters Sample Temp and Sample Endpoint of parameter list IC PH MEASUREMENT.
4. Removed parameter lists COLOUR SOLUTION- 3LIST, TURBIDITY 1 - 1N, CIEF - 8N 1 LIST, CIEF UNKNOWN - 3U - 1TEXT 2N, PARTICULATE MATTER 6 - 8N, PARTICULATE MATTER 1- 6N , IC A280 SAMPLE 1 - 6N 4NC, OD280 C - 5N 3NC, BIOASSAY - 2N, BIOASSAY 1 - 2N, PH20 ACTIVITY 1 - 1N, SE-HPLC - 3N, CSDS REDUCED - 2N 1LIST 3, NEW PEAKS - 1U, IMPURITY - 1U, CSDS NON-REDUCED - 2N 1LIST 1, NEW PEAKS 1 - 1U, IMPURITY 1 - 1U, BIOASSAY 2 - 2N, MULTI ATTR PEP MAP - 5N, POLYSORBATE 80 1 - 1N, MICRO ID LM - 3 COMP 2 LIST 1 TEXT, DIL CSDS R C12 - 1N 1LIST 4NC, DIL CSDS NR C11 - 1N 1LIST 4NC, DIL REF CIEF C - 1N 1LIST 6NC, DILUTION SEC HPLC C - 2N 4NC, VOLUME VAR C - 2N 1NC, VOLUME VAR C1 - 2N 1NC, OSMOLALITY - 1N, DOT BLOT IDENTITY - 1LIST 3 
5. Removed site Leiden_API-L from parameter Lists IC PH MEASUREMENT, POLYSORBATE 80, PEPTIDE MAPPING - 15N, IC SUBVIS 11 - 3N 8NC 5DATE 1T 1L and ID HUPH20 SAMPLE C - 3L 2NC.
6. Removed CoA Limit text for parameter Sample Temp of parameter list IC PH MEASUREMENT.
7. Added parameter list EMS BATCHLINKING to parameter list section.
",,,sshank28,tlinack,ETS 2162510 + LCRF,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Thu Feb 15 16:50:43 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276ba-b1f2-70c7-a7ba-df228325c196-123-Spec-00043112|3|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276ba-b1f2-70c7-a7ba-df228325c196","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|3|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"3","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","20SEP24 TSHAH1 (QCOps) - Per LCRF, Updated Template for the following parameter lists:
CIEF (v1) 7N 1LIST 4 
CIEF UNKNOWN (v1) 3U - 1TEXT 2N 
BIOASSAY (v1) 2N
BIOASSAY 1 (v1) 2N
SE-HPLC (v1) 3N
CSDS REDUCED (v1) 2N 1LIST 3
NEW PEAKS (v1) 1U
IMPURITY (v1) 1U
BIOASSAY 2 (v1) 2N

",,,tshah1,mari1,Reviewed and Approved,TV-SPEC-69985,Fri Sep 20 18:02:22 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bb-0cec-7a9f-ae4f-c02d20efee52-123-Spec-00040113|15|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276bb-0cec-7a9f-ae4f-c02d20efee52","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|15|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"15",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"15/May/2024 - tlinack(SC) - Update of specification report as per ETS 2295290 and LCRF.
1. Update SMD Reference from TV-SPEC-67180 v2.0 to TV-SPEC-67180 v3.0 at INH + GLO and CHAR Limit Type
2. Update CoA Translation for IC A280 SAMPLE (v1) 6N 4NC on Component Protein Conc (Standard)
3. Added IC 1X VOLUME 3 (2DATE 3N 2NC) with EL-SC-VOLUME-3 for 15mL vials
4. Added IC 1X VOLUME 4 (2DATE 3N 2NC) with EL-SC-VOLUME-3 for 22mL vials
5. Added LME EL-SC-VFP-22 to parameter IC VFP STG1 (2D 2C 2L) which will be used for 10mL vials
6. Added IC VFP STG1 A (2D 2C 2L) + IC VFP STG2.1 A (1D 2C 2L) + IC VFP STG3.1 A (1D 2C 2L), which will be used for 14mL and 15mL vials
7. Added IC VFP STG1 B (2D 2C 2L) + IC VFP STG2.1 B (1D 2C 2L) + IC VFP STG3.1 B (1D 2C 2L) and PARTICULATE MATTER 8 (v1) 1LIST, which will be used for 22mL vials
8. Update INT Limit of Density for IC 1X VOLUME 1 (v1) 2DATE 3N 2NC and IC 1X VOLUME 2 (v1) 2DATE 3N 2NC as per NC-011692

",,,tlinack,sademosk,ETS# 2295290,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Fri May 17 06:00:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bb-2cf8-752d-9b09-7d4d4a9076f1-123-Spec-00040098|15|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276bb-2cf8-752d-9b09-7d4d4a9076f1","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|15|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"15",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"tyasmeen (GVW) – 13/May/2024 – CC 2295290 – Update of Specification as per Truvault Document.
1. Updated SMD Reference from TV-SPEC-67180 v2.0 to TV-SPEC-67180 v3.0 for all applicable limit types.
2. Updated COA Translation for “Protein Conc” of IC A280 SAMPLE parameter list and “Component 7” of OD280 C Parameter list.
",,,tyasmeen,tshah1,Reviewed/Approved.,TV-SPEC-67180,Fri May 17 06:00:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bb-67c9-7067-91cb-af8217470bf9-123-Spec-00039784|10|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276bb-67c9-7067-91cb-af8217470bf9","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00039784|10|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00039784,"10",JNJ-61186372 160 MG/ML GEN2 SBL/CORK PPQ FORMULATED BULK (MM#310817; A3E/563475),A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB 160 MG/ML GEN2 SBL/CORK AND SBL-P4 PPQ AND POST-PPQ FORMULATED BULK   (GLOBAL MM#310817; A3E/563475),"dpriyada (GVW) - 08/Apr/2024 - LM - Update of specification as per LCRF.
1. Updated Worksheet Template for applicable parameter lists.
2. Replaced BIOASSAY 1 with IC CMET BIND SAC parameter list.
3. Replaced BIOASSAY 2 with IC BIOASSAY SAC ST1 parameter list.",,,dpriyada,Mcolli34,Reviewed/Approved,TV-SPEC-67179,Wed Apr 10 16:37:19 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bc-87f1-7815-828c-5bea751a1b5c-123-Spec-00023860|5|25N|OLIGOSACCHARIDE MAP : Component 15|CHAR|>|-99999|||%","019276bc-87f1-7815-828c-5bea751a1b5c","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00023860|5|25N|OLIGOSACCHARIDE MAP : Component 15|CHAR|>|-99999|||%,Spec-00023860,"5","JNJ-61186372, CNTO 4424 FVP Development 50mg/ml Formulation B Specification",A,"JNJ-61186372, CNTO 4424 FVP Development 50mg/ml Formulation B Stability Protocol and Acceptance  Criteria Specification","TASK0000017487546 amchugh2 10APR19  > Updated SMD reference to Version 3.0  > Replaced OLIGOSACCHARIDE MAP (v1) 1TEXT with OLIGOSACCHARIDE (v1) 25N  > Updated criteria CSDS REDUCED (v1) CNTO4424 2N 1LIST, SE-HPLC (v1) 3N, POLYSORBATE (v1) 1 PCT & HI HPLC (v1) 3N  > Updated OD280 C 1 (v1) 5N 3NC CoA Translation  > Replaced PARTICULATE MATTER 6 (v1) 7N with PARTICULATE MATTER 6 (v1) 8N  >Replaced CIEF (v1) 9N with CIEF (v1) 9N 1LIST 4  > Updated CoA Translation for HI HPLC (v1) 3N  > Removed PARTICULATE MATTER (v1) CNTO4424 1LIST",,,amchugh2,loconno5,,,Wed May 29 14:22:54 EDT 2019,OLIGOSACCHARIDE MAP,Component 15,OLIGOSACCHARIDE MAP : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276bc-c2db-7173-8d47-835307e7d2c3-123-Spec-00043100|1|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276bc-c2db-7173-8d47-835307e7d2c3","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043100|1|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043100,"1","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS",E,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS",pkalaimo (GVW) - 06/Aug/2024 - Upload of specification as per TruVault Document.,,,pkalaimo,nchadwi2,GQS Review/approval,TV-SPEC-69985,Tue Aug 20 06:00:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
